course_id,course_name,course_kind,credits,year,semester,programme,students_enrolled
MATH_GW01,MATH_GW01,gateway,20,3,1,ALL,257
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_bus,17
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_cs,19
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_phil,13
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_phys,8
MATH_GW01,MATH_GW01,gateway,20,3,1,single,200
MATH_GW01,MATH_GW01,gateway,20,4,1,ALL,107
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_bus,14
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_cs,19
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_econ,32
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_phil,9
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_phys,33
MATH_GW02,MATH_GW02,gateway,20,3,1,ALL,276
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_bus,11
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_cs,5
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_econ,13
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_phil,38
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_phys,9
MATH_GW02,MATH_GW02,gateway,20,3,1,single,200
MATH_GW02,MATH_GW02,gateway,20,4,1,ALL,97
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_bus,30
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_cs,36
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_econ,15
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_phys,16
MATH_GW03,MATH_GW03,gateway,20,3,1,ALL,93
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_bus,17
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_cs,34
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_econ,34
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_phil,5
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_phys,3
MATH_GW03,MATH_GW03,gateway,20,4,1,ALL,278
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_bus,8
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_cs,5
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_econ,5
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_phil,33
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_phys,27
MATH_GW03,MATH_GW03,gateway,20,4,1,single,200
MATH_GW04,MATH_GW04,gateway,20,3,1,ALL,88
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_bus,11
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_cs,19
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_econ,8
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_phil,23
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_phys,27
MATH_GW04,MATH_GW04,gateway,20,4,1,ALL,258
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_bus,14
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_cs,3
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_econ,20
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_phil,10
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_phys,11
MATH_GW04,MATH_GW04,gateway,20,4,1,single,200
MATH_GW05,MATH_GW05,gateway,20,3,2,ALL,265
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_bus,30
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_cs,11
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_econ,5
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_phil,14
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_phys,5
