course_id,course_name,course_kind,credits,year,semester,programme,students_enrolled
MATH_GW01,MATH_GW01,gateway,20,3,1,ALL,78
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_bus,16
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_cs,4
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_econ,14
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_phil,13
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_phys,31
MATH_GW01,MATH_GW01,gateway,20,4,1,ALL,270
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_bus,31
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_cs,13
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_econ,9
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_phil,12
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_phys,5
MATH_GW01,MATH_GW01,gateway,20,4,1,single,200
MATH_GW02,MATH_GW02,gateway,20,3,1,ALL,80
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_bus,23
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_cs,18
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_econ,13
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_phil,12
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_phys,14
MATH_GW02,MATH_GW02,gateway,20,4,1,ALL,263
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_bus,5
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_cs,2
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_econ,23
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_phil,13
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_phys,20
MATH_GW02,MATH_GW02,gateway,20,4,1,single,200
MATH_GW03,MATH_GW03,gateway,20,3,1,ALL,277
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_bus,18
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_cs,7
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_econ,27
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_phys,25
MATH_GW03,MATH_GW03,gateway,20,3,1,single,200
MATH_GW03,MATH_GW03,gateway,20,4,1,ALL,72
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_bus,5
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_cs,34
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_phil,33
MATH_GW04,MATH_GW04,gateway,20,3,1,ALL,256
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_bus,11
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_cs,10
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_econ,10
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_phil,19
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_phys,6
MATH_GW04,MATH_GW04,gateway,20,3,1,single,200
MATH_GW04,MATH_GW04,gateway,20,4,1,ALL,63
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_bus,7
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_cs,19
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_econ,8
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_phys,29
MATH_GW05,MATH_GW05,gateway,20,3,2,ALL,63
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_bus,13
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_cs,21
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_econ,16
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_phys,13
MATH_GW05,MATH_GW05,gateway,20,4,2,ALL,260
MATH_GW05,MATH_GW05,gateway,20,4,2,joint_bus,10
MATH_GW05,MATH_GW05,gateway,20,4,2,joint_cs,2
MATH_GW05,MATH_GW05,gateway,20,4,2,joint_econ,18
MATH_GW05,MATH_GW05,gateway,20,4,2,joint_phil,19
MATH_GW05,MATH_GW05,gateway,20,4,2,joint_phys,11
MATH_GW05,MATH_GW05,gateway,20,4,2,single,200
MATH_GW06,MATH_GW06,gateway,20,3,2,ALL,292
MATH_GW06,MATH_GW06,gateway,20,3,2,joint_bus,13
MATH_GW06,MATH_GW06,gateway,20,3,2,joint_cs,29
MATH_GW06,MATH_GW06,gateway,20,3,2,joint_econ,3
MATH_GW06,MATH_GW06,gateway,20,3,2,joint_phil,26
MATH_GW06,MATH_GW06,gateway,20,3,2,joint_phys,21
MATH_GW06,MATH_GW06,gateway,20,3,2,single,200
MATH_GW06,MATH_GW06,gateway,20,4,2,ALL,61
MATH_GW06,MATH_GW06,gateway,20,4,2,joint_bus,8
MATH_GW06,MATH_GW06,gateway,20,4,2,joint_cs,5
MATH_GW06,MATH_GW06,gateway,20,4,2,joint_econ,25
MATH_GW06,MATH_GW06,gateway,20,4,2,joint_phil,9
MATH_GW06,MATH_GW06,gateway,20,4,2,joint_phys,14
MATH_GW07,MATH_GW07,gateway,20,3,2,ALL,90
MATH_GW07,MATH_GW07,gateway,20,3,2,joint_bus,16
MATH_GW07,MATH_GW07,gateway,20,3,2,joint_cs,13
MATH_GW07,MATH_GW07,gateway,20,3,2,joint_econ,24
MATH_GW07,MATH_GW07,gateway,20,3,2,joint_phil,14
MATH_GW07,MATH_GW07,gateway,20,3,2,joint_phys,23
MATH_GW07,MATH_GW07,gateway,20,4,2,ALL,260
MATH_GW07,MATH_GW07,gateway,20,4,2,joint_bus,20
MATH_GW07,MATH_GW07,gateway,20,4,2,joint_cs,13
MATH_GW07,MATH_GW07,gateway,20,4,2,joint_econ,9
MATH_GW07,MATH_GW07,gateway,20,4,2,joint_phil,8
MATH_GW07,MATH_GW07,gateway,20,4,2,joint_phys,10
MATH_GW07,MATH_GW07,gateway,20,4,2,single,200
MATH_GW08,MATH_GW08,gateway,20,3,2,ALL,266
MATH_GW08,MATH_GW08,gateway,20,3,2,joint_bus,26
