course_id,course_name,course_kind,credits,year,semester,programme,students_enrolled
MATH_GW01,MATH_GW01,gateway,20,3,1,ALL,70
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_bus,20
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_cs,3
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_econ,25
MATH_GW01,MATH_GW01,gateway,20,3,1,joint_phys,22
MATH_GW01,MATH_GW01,gateway,20,4,1,ALL,262
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_bus,5
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_cs,35
MATH_GW01,MATH_GW01,gateway,20,4,1,joint_phil,22
MATH_GW01,MATH_GW01,gateway,20,4,1,single,200
MATH_GW02,MATH_GW02,gateway,20,3,1,ALL,246
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_bus,8
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_phil,25
MATH_GW02,MATH_GW02,gateway,20,3,1,joint_phys,13
MATH_GW02,MATH_GW02,gateway,20,3,1,single,200
MATH_GW02,MATH_GW02,gateway,20,4,1,ALL,97
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_bus,25
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_cs,35
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_econ,22
MATH_GW02,MATH_GW02,gateway,20,4,1,joint_phys,15
MATH_GW03,MATH_GW03,gateway,20,3,1,ALL,303
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_bus,36
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_cs,39
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_econ,8
MATH_GW03,MATH_GW03,gateway,20,3,1,joint_phil,20
MATH_GW03,MATH_GW03,gateway,20,3,1,single,200
MATH_GW03,MATH_GW03,gateway,20,4,1,ALL,57
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_econ,22
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_phil,13
MATH_GW03,MATH_GW03,gateway,20,4,1,joint_phys,22
MATH_GW04,MATH_GW04,gateway,20,3,1,ALL,61
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_cs,24
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_econ,22
MATH_GW04,MATH_GW04,gateway,20,3,1,joint_phys,15
MATH_GW04,MATH_GW04,gateway,20,4,1,ALL,290
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_bus,22
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_cs,6
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_econ,8
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_phil,36
MATH_GW04,MATH_GW04,gateway,20,4,1,joint_phys,18
MATH_GW04,MATH_GW04,gateway,20,4,1,single,200
MATH_GW05,MATH_GW05,gateway,20,3,2,ALL,325
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_bus,30
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_cs,8
MATH_GW05,MATH_GW05,gateway,20,3,2,joint_econ,14
